CHEWY_PRODUCT_PART_NUMBER,reporting_week_month,region,fill_rate,on_hand_units,forecast_units
CW500012,2024-10,SE,0.974,94,93
CW500012,2024-10,MW,0.979,133,115
CW500012,2024-10,TX,0.96,113,101
CW500012,2024-10,MTN,0.931,91,103
CW500012,2024-10,PSW,0.945,42,78
CW500012,2024-10,PNW,0.972,79,119
CW500012,2024-11,NE,0.993,51,101
CW500012,2024-11,MA,0.966,63,86
CW500012,2024-11,SE,0.938,108,88
CW500012,2024-11,MW,0.965,63,103
CW500012,2024-11,TX,0.989,104,91
CW500012,2024-11,MTN,0.987,46,93
CW500012,2024-11,PSW,0.962,70,74
CW500012,2024-11,PNW,0.976,86,106
CW500012,2024-12,NE,0.977,150,95
CW500012,2024-12,MA,0.933,84,82
CW500012,2024-12,SE,0.987,101,82
CW500012,2024-12,MW,0.94,157,96
CW500012,2024-12,TX,0.931,135,83
CW500012,2024-12,MTN,0.978,56,85
CW500012,2024-12,PSW,0.961,104,69
CW500012,2024-12,PNW,0.93,122,99
CW500012,2025-01,NE,0.953,172,103
CW500012,2025-01,MA,0.967,75,85
CW500012,2025-01,SE,0.953,152,87
CW500012,2025-01,MW,0.981,149,97
CW500012,2025-01,TX,0.984,110,64
CW500012,2025-01,MTN,0.933,143,100
CW500012,2025-01,PSW,0.942,138,77
CW500012,2025-01,PNW,0.932,163,99
CW500012,2025-02,NE,0.999,66,108
CW500012,2025-02,MA,0.996,138,83
CW500012,2025-02,SE,0.987,107,93
CW500012,2025-02,MW,0.936,125,120
CW500012,2025-02,TX,0.982,52,75
CW500012,2025-02,MTN,0.999,90,102
CW500012,2025-02,PSW,0.978,116,77
CW500012,2025-02,PNW,0.997,159,121
CW500012,2025-03,NE,0.942,218,144
CW500012,2025-03,MA,0.965,71,98
CW500012,2025-03,SE,0.969,153,107
CW500012,2025-03,MW,0.948,93,146
CW500012,2025-03,TX,0.934,142,120
CW500012,2025-03,MTN,0.98,186,134
CW500012,2025-03,PSW,0.937,126,106
CW500012,2025-03,PNW,0.984,225,121
CW500012,2025-04,NE,0.955,187,165
CW500012,2025-04,MA,0.952,62,119
CW500012,2025-04,SE,0.971,91,129
CW500012,2025-04,MW,1.0,195,138
CW500012,2025-04,TX,0.989,222,127
CW500012,2025-04,MTN,0.938,151,142
CW500012,2025-04,PSW,0.967,202,115
CW500012,2025-04,PNW,0.93,258,150
CW500012,2025-05,NE,0.952,119,170
CW500012,2025-05,MA,0.968,184,133
CW500012,2025-05,SE,0.993,197,132
CW500012,2025-05,MW,0.983,202,157
CW500012,2025-05,TX,0.978,241,143
CW500012,2025-05,MTN,0.949,231,161
CW500012,2025-05,PSW,0.963,142,118
CW500012,2025-05,PNW,0.934,331,178
CW500012,2025-06,NE,0.933,259,185
CW500012,2025-06,MA,0.943,233,146
CW500012,2025-06,SE,0.97,187,130
CW500012,2025-06,MW,0.956,143,178
CW500012,2025-06,TX,0.948,162,159
CW500012,2025-06,MTN,0.998,190,166
CW500012,2025-06,PSW,0.936,106,122
CW500012,2025-06,PNW,0.951,267,171
CW500012,2025-07,NE,0.997,200,170
CW500012,2025-07,MA,0.992,95,124
CW500012,2025-07,SE,0.934,254,143
CW500012,2025-07,MW,0.94,217,165
CW500012,2025-07,TX,1.0,147,139
CW500012,2025-07,MTN,0.984,77,149
CW500012,2025-07,PSW,0.959,203,123
CW500012,2025-07,PNW,0.972,167,152
CW500012,2025-08,NE,0.974,201,160
CW500012,2025-08,MA,0.937,201,116
CW500012,2025-08,SE,0.98,183,129
CW500012,2025-08,MW,0.957,123,156
CW500012,2025-08,TX,0.991,89,123
CW500012,2025-08,MTN,0.943,278,151
CW500012,2025-08,PSW,0.931,196,122
CW500012,2025-08,PNW,0.973,145,162
CW500012,2025-09,NE,0.996,74,131
CW500012,2025-09,MA,0.985,199,106
CW500012,2025-09,SE,0.957,141,110
CW500012,2025-09,MW,0.961,180,135
CW500012,2025-09,TX,0.972,101,127
CW500012,2025-09,MTN,0.932,189,142
CW500012,2025-09,PSW,0.948,92,105
CW500012,2025-09,PNW,0.931,268,146
CW500012,2025-10,NE,0.999,211,121
CW500012,2025-10,MA,0.997,159,91
CW500012,2025-10,SE,0.952,74,104
CW500012,2025-10,MW,0.948,64,135
CW500012,2025-10,TX,0.932,182,115
CW500012,2025-10,MTN,0.996,195,112
CW500012,2025-10,PSW,0.952,158,93
CW500012,2025-10,PNW,0.966,227,124
CW500012,2025-11,NE,0.976,143,115
CW500012,2025-11,MA,0.951,162,94
CW500012,2025-11,SE,0.953,86,97
CW500012,2025-11,MW,0.949,131,103
CW500012,2025-11,TX,0.975,76,94
CW500012,2025-11,MTN,0.943,83,110
CW500012,2025-11,PSW,0.999,97,73
CW500012,2025-11,PNW,0.974,105,111
CW500012,2025-12,NE,0.946,64,104
CW500012,2025-12,MA,0.934,52,92
CW500012,2025-12,SE,0.96,144,84
CW500012,2025-12,MW,0.988,103,103
CW500012,2025-12,TX,0.959,101,92
CW500012,2025-12,MTN,0.931,167,103
CW500012,2025-12,PSW,0.945,91,83
CW500012,2025-12,PNW,0.952,159,108
CW500015,2024-01,NE,0.989,72,41
CW500015,2024-01,MA,0.937,26,38
CW500015,2024-01,SE,0.933,30,30
CW500015,2024-01,MW,0.992,45,38
CW500015,2024-01,TX,0.949,70,40
CW500015,2024-01,MTN,0.984,57,39
CW500015,2024-01,PSW,0.942,45,32
CW500015,2024-01,PNW,0.938,57,37
CW500015,2024-02,NE,0.933,81,45
CW500015,2024-02,MA,0.98,44,35
CW500015,2024-02,SE,0.992,18,29
CW500015,2024-02,MW,0.97,38,39
CW500015,2024-02,TX,0.944,22,43
CW500015,2024-02,MTN,0.975,55,47
CW500015,2024-02,PSW,0.976,48,36
CW500015,2024-02,PNW,0.967,67,45
CW500015,2024-03,NE,0.949,42,52
CW500015,2024-03,MA,0.981,76,43
CW500015,2024-03,SE,0.942,18,36
CW500015,2024-03,MW,0.977,70,47
CW500015,2024-03,TX,0.959,86,47
CW500015,2024-03,MTN,0.964,62,54
CW500015,2024-03,PSW,0.997,35,40
CW500015,2024-03,PNW,0.999,79,53
CW500015,2024-04,NE,0.956,75,60
CW500015,2024-04,MA,0.993,57,46
CW500015,2024-04,SE,0.974,29,37
CW500015,2024-04,MW,0.933,66,54
CW500015,2024-04,TX,0.935,56,57
CW500015,2024-04,MTN,0.93,52,59
CW500015,2024-04,PSW,0.967,49,49
CW500015,2024-04,PNW,0.936,32,61
CW500015,2024-05,NE,0.989,115,66
CW500015,2024-05,MA,0.995,73,52
CW500015,2024-05,SE,0.953,42,43
CW500015,2024-05,MW,0.938,72,62
CW500015,2024-05,TX,0.989,37,58
CW500015,2024-05,MTN,0.968,66,71
CW500015,2024-05,PSW,0.984,85,50
CW500015,2024-05,PNW,0.934,45,61
CW500015,2024-06,NE,0.96,128,70
CW500015,2024-06,MA,0.982,78,53
CW500015,2024-06,SE,0.932,75,51
CW500015,2024-06,MW,0.939,105,62
CW500015,2024-06,TX,0.96,47,67
CW500015,2024-06,MTN,0.951,63,69
CW500015,2024-06,PSW,0.99,37,49
CW500015,2024-06,PNW,0.971,114,69
CW500015,2024-07,NE,0.974,81,63
CW500015,2024-07,MA,0.995,82,54
CW500015,2024-07,SE,0.951,60,46
CW500015,2024-07,MW,0.995,82,60
CW500015,2024-07,TX,0.961,93,68
CW500015,2024-07,MTN,0.955,46,66
CW500015,2024-07,PSW,0.971,28,56
CW500015,2024-07,PNW,0.973,51,65
CW500015,2024-08,NE,0.987,79,54
CW500015,2024-08,MA,0.991,24,48
CW500015,2024-08,SE,0.959,63,40
CW500015,2024-08,MW,0.995,87,50
CW500015,2024-08,TX,0.959,33,63
CW500015,2024-08,MTN,0.995,46,59
CW500015,2024-08,PSW,0.959,26,45
CW500015,2024-08,PNW,0.934,101,57
CW500015,2024-09,NE,0.974,31,51
CW500015,2024-09,MA,0.947,89,50
CW500015,2024-09,SE,0.95,67,41
CW500015,2024-09,MW,0.951,39,47
CW500015,2024-09,TX,0.932,75,56
CW500015,2024-09,MTN,0.992,76,51
CW500015,2024-09,PSW,0.994,70,42
CW500015,2024-09,PNW,0.958,66,56
CW500015,2024-10,NE,0.994,49,42
CW500015,2024-10,MA,0.953,26,40
CW500015,2024-10,SE,0.991,18,33
CW500015,2024-10,MW,0.94,28,45
CW500015,2024-10,TX,0.931,26,45
CW500015,2024-10,MTN,0.968,83,45
CW500015,2024-10,PSW,0.962,73,39
CW500015,2024-10,PNW,0.962,23,45
CW500015,2024-11,NE,1.0,64,41
CW500015,2024-11,MA,0.94,21,37
CW500015,2024-11,SE,0.937,45,33
CW500015,2024-11,MW,0.996,65,36
CW500015,2024-11,TX,0.952,48,43
CW500015,2024-11,MTN,0.984,49,45
CW500015,2024-11,PSW,0.953,52,36
CW500015,2024-11,PNW,0.975,49,41
CW500015,2024-12,NE,0.973,32,40
CW500015,2024-12,MA,0.936,55,35
CW500015,2024-12,SE,0.95,37,30
CW500015,2024-12,MW,0.972,26,39
CW500015,2024-12,TX,0.964,68,43
CW500015,2024-12,MTN,0.946,32,45
CW500015,2024-12,PSW,0.968,53,36
CW500015,2024-12,PNW,0.96,66,42
CW500015,2025-01,NE,0.954,79,42
CW500015,2025-01,MA,0.955,33,39
CW500015,2025-01,SE,0.993,48,29
CW500015,2025-01,MW,0.943,47,40
CW500015,2025-01,TX,0.938,48,40
CW500015,2025-01,MTN,0.986,55,43
CW500015,2025-01,PSW,0.961,18,33
CW500015,2025-01,PNW,0.94,55,46
CW500015,2025-02,NE,0.986,73,45
CW500015,2025-02,MA,0.934,55,46
CW500015,2025-02,SE,0.971,53,35
CW500015,2025-02,MW,0.981,23,39
CW500015,2025-02,TX,0.971,59,48
CW500015,2025-02,MTN,0.999,38,46
CW500015,2025-02,PSW,0.955,17,36
CW500015,2025-02,PNW,0.991,52,42
CW500015,2025-03,NE,0.987,63,57
CW500015,2025-03,MA,0.952,30,51
CW500015,2025-03,SE,0.985,49,35
CW500015,2025-03,MW,0.97,100,53
CW500015,2025-03,TX,0.989,50,54
CW500015,2025-03,MTN,0.971,99,53
CW500015,2025-03,PSW,0.964,46,45
CW500015,2025-03,PNW,0.932,43,55
CW500015,2025-04,NE,0.986,41,57
CW500015,2025-04,MA,0.976,35,50
CW500015,2025-04,SE,0.958,64,44
CW500015,2025-04,MW,0.949,54,57
CW500015,2025-04,TX,0.932,118,66
CW500015,2025-04,MTN,0.954,83,68
CW500015,2025-04,PSW,0.958,64,55
CW500015,2025-04,PNW,0.999,77,60
CW500015,2025-05,NE,0.974,52,65
CW500015,2025-05,MA,0.944,80,60
CW500015,2025-05,SE,0.947,82,47
CW500015,2025-05,MW,0.941,60,58
CW500015,2025-05,TX,0.979,99,69
CW500015,2025-05,MTN,0.983,68,68
CW500015,2025-05,PSW,0.935,102,58
CW500015,2025-05,PNW,0.971,114,71
CW500015,2025-06,NE,0.966,60,65
CW500015,2025-06,MA,0.992,84,62
CW500015,2025-06,SE,0.997,34,50
CW500015,2025-06,MW,0.971,82,67
CW500015,2025-06,TX,0.992,58,65
CW500015,2025-06,MTN,0.953,121,71
CW500015,2025-06,PSW,0.957,32,61
CW500015,2025-06,PNW,0.997,36,69
CW500015,2025-07,NE,0.939,37,72
CW500015,2025-07,MA,0.96,47,57
CW500015,2025-07,SE,0.96,44,47
CW500015,2025-07,MW,0.978,61,61
CW500015,2025-07,TX,0.97,64,62
CW500015,2025-07,MTN,1.0,49,75
CW500015,2025-07,PSW,0.974,80,55
CW500015,2025-07,PNW,0.934,65,71
CW500015,2025-08,NE,0.978,66,59
CW500015,2025-08,MA,0.983,71,58
CW500015,2025-08,SE,0.996,53,43
CW500015,2025-08,MW,0.988,101,54
CW500015,2025-08,TX,0.953,104,61
CW500015,2025-08,MTN,0.981,86,69
CW500015,2025-08,PSW,0.972,92,53
CW500015,2025-08,PNW,0.965,83,66
CW500015,2025-09,NE,0.982,94,55
CW500015,2025-09,MA,0.952,87,49
CW500015,2025-09,SE,0.955,37,42
CW500015,2025-09,MW,0.986,89,52
CW500015,2025-09,TX,0.931,59,55
CW500015,2025-09,MTN,0.933,61,61
CW500015,2025-09,PSW,0.936,73,48
CW500015,2025-09,PNW,0.956,25,52
CW500015,2025-10,NE,0.968,81,47
CW500015,2025-10,MA,0.941,70,42
CW500015,2025-10,SE,0.944,32,36
CW500015,2025-10,MW,0.98,58,43
CW500015,2025-10,TX,0.97,54,51
CW500015,2025-10,MTN,0.938,84,56
CW500015,2025-10,PSW,0.966,40,41
CW500015,2025-10,PNW,0.942,42,50
CW500015,2025-11,NE,0.971,45,42
CW500015,2025-11,MA,0.998,40,38
CW500015,2025-11,SE,0.971,56,29
CW500015,2025-11,MW,0.994,49,41
CW500015,2025-11,TX,0.939,84,48
CW500015,2025-11,MTN,0.999,44,43
CW500015,2025-11,PSW,0.974,39,36
CW500015,2025-11,PNW,1.0,22,45
CW500015,2025-12,NE,0.992,72,44
CW500015,2025-12,MA,0.947,73,41
CW500015,2025-12,SE,0.978,51,31
CW500015,2025-12,MW,0.963,65,37
CW500015,2025-12,TX,0.962,37,46
CW500015,2025-12,MTN,0.979,69,42
CW500015,2025-12,PSW,0.932,57,36
CW500015,2025-12,PNW,0.954,81,44
CW500018,2024-01,NE,0.952,139,91
CW500018,2024-01,MA,0.938,124,94
CW500018,2024-01,SE,0.955,211,122
CW500018,2024-01,MW,0.963,164,125
CW500018,2024-01,TX,0.973,183,132
CW500018,2024-01,MTN,0.94,124,108
CW500018,2024-01,PSW,0.983,111,109
CW500018,2024-01,PNW,0.993,102,82
CW500018,2024-02,NE,0.985,189,97
CW500018,2024-02,MA,0.932,152,110
CW500018,2024-02,SE,0.973,198,127
CW500018,2024-02,MW,0.94,225,131
CW500018,2024-02,TX,0.953,274,150
CW500018,2024-02,MTN,0.979,166,117
CW500018,2024-02,PSW,0.992,129,127
CW500018,2024-02,PNW,0.984,69,98
CW500018,2024-03,NE,0.974,230,121
CW500018,2024-03,MA,0.95,215,115
CW500018,2024-03,SE,0.992,255,145
CW500018,2024-03,MW,0.984,152,165
CW500018,2024-03,TX,0.941,312,175
CW500018,2024-03,MTN,0.979,85,140
CW500018,2024-03,PSW,1.0,85,139
CW500018,2024-03,PNW,0.965,75,124
CW500018,2024-04,NE,0.932,106,130
CW500018,2024-04,MA,0.951,144,138
CW500018,2024-04,SE,0.975,146,169
CW500018,2024-04,MW,0.972,104,162
CW500018,2024-04,TX,0.933,194,210
CW500018,2024-04,MTN,0.985,311,171
CW500018,2024-04,PSW,0.971,107,156
CW500018,2024-04,PNW,0.985,239,135
CW500018,2024-05,NE,0.96,179,149
CW500018,2024-05,MA,0.992,205,139
CW500018,2024-05,SE,0.985,90,182
CW500018,2024-05,MW,0.963,100,188
CW500018,2024-05,TX,0.997,101,192
CW500018,2024-05,MTN,0.964,178,186
CW500018,2024-05,PSW,0.97,339,182
CW500018,2024-05,PNW,0.968,234,132
CW500018,2024-06,NE,0.952,253,158
CW500018,2024-06,MA,0.983,102,155
CW500018,2024-06,SE,0.991,191,177
CW500018,2024-06,MW,0.942,173,197
CW500018,2024-06,TX,0.933,379,212
CW500018,2024-06,MTN,0.988,318,167
CW500018,2024-06,PSW,0.978,218,180
CW500018,2024-06,PNW,0.943,183,152
CW500018,2024-07,NE,0.963,274,155
CW500018,2024-07,MA,0.949,115,150
CW500018,2024-07,SE,0.992,128,182
CW500018,2024-07,MW,0.946,153,205
CW500018,2024-07,TX,0.988,99,197
CW500018,2024-07,MTN,0.989,200,170
CW500018,2024-07,PSW,0.949,282,169
CW500018,2024-07,PNW,0.945,258,151
CW500018,2024-08,NE,0.943,141,132
CW500018,2024-08,MA,0.951,162,145
CW500018,2024-08,SE,0.98,108,180
CW500018,2024-08,MW,0.981,224,178
CW500018,2024-08,TX,0.935,257,204
CW500018,2024-08,MTN,0.986,191,175
CW500018,2024-08,PSW,0.967,307,167
CW500018,2024-08,PNW,0.95,196,145
CW500018,2024-09,NE,0.972,205,115
CW500018,2024-09,MA,1.0,162,117
CW500018,2024-09,SE,0.996,198,158
CW500018,2024-09,MW,0.995,84,165
CW500018,2024-09,TX,0.956,172,185
CW500018,2024-09,MTN,0.937,229,159
CW500018,2024-09,PSW,0.935,116,160
CW500018,2024-09,PNW,0.954,177,124
CW500018,2024-10,NE,0.932,220,120
CW500018,2024-10,MA,0.992,145,99
CW500018,2024-10,SE,0.967,113,129
CW500018,2024-10,MW,0.936,159,148
CW500018,2024-10,TX,0.933,138,170
CW500018,2024-10,MTN,0.972,155,141
CW500018,2024-10,PSW,0.954,229,123
CW500018,2024-10,PNW,0.968,164,102
CW500018,2024-11,NE,0.974,61,104
CW500018,2024-11,MA,0.992,164,87
CW500018,2024-11,SE,0.937,211,121
CW500018,2024-11,MW,0.963,229,119
CW500018,2024-11,TX,0.972,218,131
CW500018,2024-11,MTN,0.952,68,115
CW500018,2024-11,PSW,0.964,106,119
CW500018,2024-11,PNW,0.931,92,99
CW500018,2024-12,NE,0.951,131,95
CW500018,2024-12,MA,0.961,111,88
CW500018,2024-12,SE,0.936,62,112
CW500018,2024-12,MW,0.999,138,126
CW500018,2024-12,TX,0.995,79,123
CW500018,2024-12,MTN,0.975,207,106
CW500018,2024-12,PSW,0.939,147,123
CW500018,2024-12,PNW,0.935,154,98
CW500018,2025-01,NE,0.948,66,99
CW500018,2025-01,MA,0.966,50,88
CW500018,2025-01,SE,0.937,98,130
CW500018,2025-01,MW,0.974,245,131
CW500018,2025-01,TX,0.992,136,137
CW500018,2025-01,MTN,0.967,212,119
CW500018,2025-01,PSW,0.981,223,120
CW500018,2025-01,PNW,0.94,171,97
CW500018,2025-02,NE,0.969,185,109
CW500018,2025-02,MA,0.986,208,108
CW500018,2025-02,SE,0.956,70,147
CW500018,2025-02,MW,0.968,125,140
CW500018,2025-02,TX,0.991,118,154
CW500018,2025-02,MTN,0.97,131,139
CW500018,2025-02,PSW,0.97,101,128
CW500018,2025-02,PNW,0.977,123,104
CW500018,2025-03,NE,0.935,216,136
CW500018,2025-03,MA,0.973,109,120
CW500018,2025-03,SE,0.934,280,177
CW500018,2025-03,MW,0.976,239,153
CW500018,2025-03,TX,0.991,282,186
CW500018,2025-03,MTN,0.978,261,145
CW500018,2025-03,PSW,0.951,156,153
CW500018,2025-03,PNW,0.973,193,129
CW500018,2025-04,NE,0.957,81,136
CW500018,2025-04,MA,0.987,181,148
CW500018,2025-04,SE,0.945,98,190
CW500018,2025-04,MW,0.995,317,195
CW500018,2025-04,TX,0.977,280,217
CW500018,2025-04,MTN,0.983,158,164
CW500018,2025-04,PSW,0.93,300,190
CW500018,2025-04,PNW,0.961,239,131
CW500018,2025-05,NE,0.948,199,173
CW500018,2025-05,MA,0.962,171,151
CW500018,2025-05,SE,0.992,180,205
CW500018,2025-05,MW,0.942,239,211
CW500018,2025-05,TX,0.937,140,215
CW500018,2025-05,MTN,0.984,274,180
CW500018,2025-05,PSW,0.945,186,204
CW500018,2025-05,PNW,0.966,292,160
CW500018,2025-06,NE,0.938,88,178
CW500018,2025-06,MA,0.947,168,173
CW500018,2025-06,SE,0.947,357,217
CW500018,2025-06,MW,0.95,215,199
CW500018,2025-06,TX,0.935,212,256
CW500018,2025-06,MTN,0.991,382,193
CW500018,2025-06,PSW,0.978,297,181
CW500018,2025-06,PNW,0.974,202,157
CW500018,2025-07,NE,0.968,117,163
CW500018,2025-07,MA,0.98,181,162
CW500018,2025-07,SE,0.992,152,185
CW500018,2025-07,MW,0.974,328,193
CW500018,2025-07,TX,0.974,265,224
CW500018,2025-07,MTN,0.955,307,207
CW500018,2025-07,PSW,0.962,196,179
CW500018,2025-07,PNW,0.933,255,152
CW500018,2025-08,NE,0.972,147,153
CW500018,2025-08,MA,0.996,197,132
CW500018,2025-08,SE,0.963,165,178
CW500018,2025-08,MW,0.965,282,195
CW500018,2025-08,TX,0.961,209,223
CW500018,2025-08,MTN,0.959,330,177
CW500018,2025-08,PSW,0.997,303,160
CW500018,2025-08,PNW,0.999,119,136
CW500018,2025-09,NE,0.983,180,130
CW500018,2025-09,MA,0.975,161,120
CW500018,2025-09,SE,0.964,275,162
CW500018,2025-09,MW,0.977,304,166
CW500018,2025-09,TX,0.98,219,198
CW500018,2025-09,MTN,0.959,104,163
CW500018,2025-09,PSW,0.989,185,147
CW500018,2025-09,PNW,0.956,81,126
CW500018,2025-10,NE,0.936,205,127
CW500018,2025-10,MA,0.986,166,112
CW500018,2025-10,SE,0.985,161,147
CW500018,2025-10,MW,0.993,231,144
CW500018,2025-10,TX,0.985,175,159
CW500018,2025-10,MTN,0.991,232,134
CW500018,2025-10,PSW,0.99,156,138
CW500018,2025-10,PNW,0.959,173,110
CW500018,2025-11,NE,0.991,74,101
CW500018,2025-11,MA,0.968,102,99
CW500018,2025-11,SE,0.947,229,129
CW500018,2025-11,MW,0.993,244,136
CW500018,2025-11,TX,0.932,213,159
CW500018,2025-11,MTN,0.995,144,118
CW500018,2025-11,PSW,0.954,196,117
CW500018,2025-11,PNW,0.969,77,105
CW500018,2025-12,NE,0.939,65,106
CW500018,2025-12,MA,1.0,185,95
CW500018,2025-12,SE,0.937,143,130
CW500018,2025-12,MW,0.962,133,124
CW500018,2025-12,TX,0.965,170,154
CW500018,2025-12,MTN,0.952,73,122
CW500018,2025-12,PSW,0.993,132,109
CW500018,2025-12,PNW,0.96,141,94
CW500021,2024-01,NE,0.951,99,65
CW500021,2024-01,MA,0.966,85,50
CW500021,2024-01,SE,0.986,51,44
CW500021,2024-01,MW,0.966,57,51
CW500021,2024-01,TX,0.947,110,59
CW500021,2024-01,MTN,0.983,94,63
CW500021,2024-01,PSW,0.97,59,54
CW500021,2024-01,PNW,0.977,42,45
CW500021,2024-02,NE,0.936,117,66
CW500021,2024-02,MA,0.961,44,61
CW500021,2024-02,SE,0.933,31,52
CW500021,2024-02,MW,0.983,102,53
CW500021,2024-02,TX,0.947,96,69
CW500021,2024-02,MTN,0.959,94,67
CW500021,2024-02,PSW,0.965,37,59
CW500021,2024-02,PNW,0.939,35,50
CW500021,2024-03,NE,0.96,96,86
CW500021,2024-03,MA,0.932,97,78
CW500021,2024-03,SE,0.977,32,55
CW500021,2024-03,MW,0.937,78,61
CW500021,2024-03,TX,0.958,61,78
CW500021,2024-03,MTN,0.963,66,89
CW500021,2024-03,PSW,0.936,106,66
CW500021,2024-03,PNW,0.938,97,59
CW500021,2024-04,NE,0.98,133,94
CW500021,2024-04,MA,0.995,54,77
CW500021,2024-04,SE,0.961,78,68
CW500021,2024-04,MW,0.945,93,73
CW500021,2024-04,TX,0.953,153,94
CW500021,2024-04,MTN,0.984,88,89
CW500021,2024-04,PSW,0.987,124,78
CW500021,2024-04,PNW,0.941,64,74
CW500021,2024-05,NE,0.968,122,100
CW500021,2024-05,MA,0.967,75,85
CW500021,2024-05,SE,0.933,123,70
CW500021,2024-05,MW,0.96,104,76
CW500021,2024-05,TX,0.944,145,101
CW500021,2024-05,MTN,0.986,196,102
CW500021,2024-05,PSW,0.992,75,83
CW500021,2024-05,PNW,0.943,85,75
CW500021,2024-06,NE,0.975,197,106
CW500021,2024-06,MA,0.955,73,84
CW500021,2024-06,SE,0.973,134,74
CW500021,2024-06,MW,0.976,131,74
CW500021,2024-06,TX,0.936,95,101
CW500021,2024-06,MTN,0.996,93,98
CW500021,2024-06,PSW,0.983,113,80
CW500021,2024-06,PNW,0.933,42,79
CW500021,2024-07,NE,0.995,130,97
CW500021,2024-07,MA,0.965,58,82
CW500021,2024-07,SE,0.953,47,77
CW500021,2024-07,MW,0.965,56,73
CW500021,2024-07,TX,0.938,181,106
CW500021,2024-07,MTN,0.986,117,94
CW500021,2024-07,PSW,0.958,81,89
CW500021,2024-07,PNW,0.994,109,74
CW500021,2024-08,NE,0.957,50,99
CW500021,2024-08,MA,0.968,41,84
CW500021,2024-08,SE,0.999,113,61
CW500021,2024-08,MW,0.946,99,77
CW500021,2024-08,TX,0.982,166,89
CW500021,2024-08,MTN,0.934,150,94
CW500021,2024-08,PSW,0.948,61,79
CW500021,2024-08,PNW,0.984,36,70
CW500021,2024-09,NE,0.954,111,85
CW500021,2024-09,MA,0.986,63,66
CW500021,2024-09,SE,0.943,96,58
CW500021,2024-09,MW,0.97,96,62
CW500021,2024-09,TX,0.966,149,84
CW500021,2024-09,MTN,0.933,128,91
CW500021,2024-09,PSW,0.962,43,73
CW500021,2024-09,PNW,0.991,107,63
CW500021,2024-10,NE,0.939,91,69
CW500021,2024-10,MA,0.986,79,61
CW500021,2024-10,SE,0.993,49,49
CW500021,2024-10,MW,0.933,91,57
CW500021,2024-10,TX,0.976,118,72
CW500021,2024-10,MTN,0.969,125,70
CW500021,2024-10,PSW,0.941,96,63
CW500021,2024-10,PNW,0.945,94,58
CW500021,2024-11,NE,0.974,60,61
CW500021,2024-11,MA,0.979,94,56
CW500021,2024-11,SE,0.96,49,47
CW500021,2024-11,MW,0.961,45,52
CW500021,2024-11,TX,0.961,100,66
CW500021,2024-11,MTN,0.936,100,74
CW500021,2024-11,PSW,0.938,64,57
CW500021,2024-11,PNW,0.95,25,52
CW500021,2024-12,NE,0.997,94,65
CW500021,2024-12,MA,0.937,92,58
CW500021,2024-12,SE,0.952,79,47
CW500021,2024-12,MW,0.941,47,49
CW500021,2024-12,TX,0.968,76,64
CW500021,2024-12,MTN,0.95,128,69
CW500021,2024-12,PSW,0.965,28,48
CW500021,2024-12,PNW,0.946,55,46
CW500021,2025-01,NE,0.969,97,69
CW500021,2025-01,MA,0.976,46,57
CW500021,2025-01,SE,0.951,33,48
CW500021,2025-01,MW,0.994,57,53
CW500021,2025-01,TX,0.99,38,63
CW500021,2025-01,MTN,0.942,77,65
CW500021,2025-01,PSW,0.965,96,51
CW500021,2025-01,PNW,0.957,81,53
CW500021,2025-02,NE,0.972,42,74
CW500021,2025-02,MA,0.998,38,65
CW500021,2025-02,SE,0.995,105,54
CW500021,2025-02,MW,0.949,100,63
CW500021,2025-02,TX,0.94,61,70
CW500021,2025-02,MTN,0.988,141,82
CW500021,2025-02,PSW,0.972,75,64
CW500021,2025-02,PNW,0.937,105,62
CW500021,2025-03,NE,0.947,137,91
CW500021,2025-03,MA,0.966,69,69
CW500021,2025-03,SE,0.968,89,67
CW500021,2025-03,MW,0.946,43,69
CW500021,2025-03,TX,0.995,84,76
CW500021,2025-03,MTN,0.935,87,93
CW500021,2025-03,PSW,0.939,141,77
CW500021,2025-03,PNW,0.931,48,64
CW500021,2025-04,NE,0.947,165,105
CW500021,2025-04,MA,0.951,131,89
CW500021,2025-04,SE,0.943,63,67
CW500021,2025-04,MW,0.957,71,76
CW500021,2025-04,TX,0.995,52,98
CW500021,2025-04,MTN,0.949,71,108
CW500021,2025-04,PSW,0.938,145,82
CW500021,2025-04,PNW,0.966,99,69
CW500021,2025-05,NE,0.991,157,102
CW500021,2025-05,MA,0.962,91,99
CW500021,2025-05,SE,0.965,45,81
CW500021,2025-05,MW,0.987,89,84
CW500021,2025-05,TX,0.976,178,98
CW500021,2025-05,MTN,0.978,88,112
CW500021,2025-05,PSW,0.967,118,80
CW500021,2025-05,PNW,0.962,68,79
CW500021,2025-06,NE,0.975,51,103
CW500021,2025-06,MA,0.952,87,93
CW500021,2025-06,SE,0.955,101,85
CW500021,2025-06,MW,0.941,131,88
CW500021,2025-06,TX,0.949,126,112
CW500021,2025-06,MTN,0.969,132,116
CW500021,2025-06,PSW,0.99,122,91
CW500021,2025-06,PNW,0.975,106,76
CW500021,2025-07,NE,0.961,113,107
CW500021,2025-07,MA,0.991,84,96
CW500021,2025-07,SE,0.986,91,82
CW500021,2025-07,MW,0.946,49,86
CW500021,2025-07,TX,0.967,195,106
CW500021,2025-07,MTN,0.974,62,102
